"Precision","Recall","F1"
0.714105793450882,0.807692307692308,0.758021390374332
0.737400530503979,0.786421499292786,0.761122518822724
0.737550471063257,0.778409090909091,0.757429163787146
0.736151603498542,0.779320987654321,0.75712143928036
0.731305449936629,0.774496644295302,0.752281616688396
